oid_,addnum_pre,add_number,addnum_suf,addno_full,st_premod,st_predir,st_pretyp,st_presep,st_name,st_postyp,st_posdir,st_posmod,stnam_full,building,floor,unit,room,seat,addtl_loc,subaddress,landmkname,county,inc_muni,post_city,census_plc,uninc_comm,nbrhd_comm,natamarea,natamsub,urbnztn_pr,placeother,placenmtyp,state,zip_code,plus_4,uuid,addauth,addrrefsys,longitude,latitude,natgrid,elevation,placement,addrpoint,related_id,relatetype,parcelsrc,parcel_id,addrclass,lifecycle,effective,expire,dateupdate,anomstatus,locatndesc,addr_type,delivertyp,nad_source,dataset_id
18296142,,8350,,8350,,South,,,KNOX,Avenue,,,South KNOX Avenue,,,,,,,,,Cook,CHICAGO,Chicago,,,,,,,,,IL,60652,,{90FD862D-DAC8-442E-93DA-C0129555E263},chicago911.il.us.gov,,-87.73834676838251,41.74060652774815,16TDM3860321240,,Unknown,-87.73834676838251 41.74060652774815,,,,,Numbered Thoroughfare Address,,,,2023-01-09 00:00:00,,,Unknown,,State of Illinois,SITE100395@cityofchicago.org
22080033,,7824,,7824,,South,,,MAYFIELD,Avenue,,,South MAYFIELD Avenue,,,,,,,,,Cook,BURBANK,BURBANK,,,,,,,,,IL,60459,,{69C922C1-E1BD-4D8B-B79E-5D1F561C2B82},Reserved for future use,,-87.76845656834757,41.7498108422038,16TDM3610922283,,Unknown,-87.76845656834757 41.7498108422038,,,,,Numbered Thoroughfare Address,,2020-09-29 15:02:00,,2023-09-15 09:55:33,,,Unknown,,State of Illinois,SITE10678@oaklawn-il.gov
20307874,,1120,,1120,,,,,WEBSTER,Avenue,,,WEBSTER Avenue,,,,,,,,,DuPage,WHEATON,Wheaton,,,,,,,,,IL,60187,,{01A01936-2011-48D9-843B-9F45138F3DEF},Reserved for future use,,-88.09358079899297,41.87669737619977,16TDM0925636664,,Unknown,-88.09358079899297 41.87669737619977,,,,,Numbered Thoroughfare Address,,,,2023-07-17 13:15:36,,,Unknown,,State of Illinois,SITE217546@dupagecounty.gov
20405219,,600,,600,,,,,RENAISSANCE,Boulevard,,,RENAISSANCE Boulevard,,,,,,,,,DuPage,Unincorporated,Villa Park,,Villa Park,,,,,,,IL,60181,,{08899814-07AE-4CD7-BF7B-02271715BF7A},Reserved for future use,,-87.98324767213015,41.85132679003176,16TDM1838033736,,Unknown,-87.98324767213015 41.85132679003176,,,,,Numbered Thoroughfare Address,,,,2025-10-30 00:00:00,,,Unknown,,State of Illinois,SITE315771@dupagecounty.gov
18517476,,1671,,1671,,West,,,LAKE,Street,,,West LAKE Street,,,,,,,,,Cook,CHICAGO,Chicago,,,,,,,,,IL,60612,,{BD22FCCB-F874-4D4D-A5D9-DD7162344E07},chicago911.il.us.gov,,-87.66897841029021,41.88482759711834,16TDM4449637205,,Unknown,-87.66897841029021 41.88482759711834,,,,,Numbered Thoroughfare Address,,,,2023-01-09 00:00:00,,,Unknown,,State of Illinois,SITE323748@cityofchicago.org
21344277,,206,,206,,South,,,JACKSON,Street,,,South JACKSON Street,,,,,,,,,Crawford,ROBINSON,ROBINSON,,,,,,,,,IL,62454,,{89FE6289-89AD-4FE1-96C3-7B60043B1A67},Reserved for future use,,-87.73204808434251,39.00426552810341,16SDJ3661417504,,Unknown,-87.73204808434251 39.00426552810341,,,,,Numbered Thoroughfare Address,,,,1899-12-30 00:00:00,,,Unknown,,State of Illinois,SITE7637@crawfordcountyil.org
18772855,,3853,,3853,,South,,,HERMITAGE,Avenue,,,South HERMITAGE Avenue,,,,,,,,,Cook,CHICAGO,Chicago,,,,,,,,,IL,60609,,{EEF9EE25-753E-46F5-BEE4-DDCD1CC70F07},chicago911.il.us.gov,,-87.66870676423986,41.823459237841675,16TDM4446630391,,Unknown,-87.66870676423986 41.823459237841675,,,,,Numbered Thoroughfare Address,,,,2023-08-14 00:00:00,,,Unknown,,State of Illinois,SITE582325@cityofchicago.org
21095392,,2425,,2425,,East,,,2100TH,Street,,,East 2100TH Street,,,,,,,,,Adams,UNINCORPORATED,CAMP POINT,,,,,,,,,IL,62320,,{743C1CF4-9A56-4759-A34A-952815956D23},@quincyadams911.org,,-91.10568418278119,40.11054556777241,15TXE6144241746,,Unknown,-91.10568418278119 40.11054556777241,,,,,Numbered Thoroughfare Address,,,,1997-12-01 00:00:00,,,Unknown,,State of Illinois,SITE:ACHD:01567@quincyadams911.org
21130883,,3424,,3424,,,,,SCOTT,Street,,,SCOTT Street,,,,,,,,,Cook,FRANKLIN PARK,FRANKLIN PARK,,,,,,,,,IL,60131,,{725E35E3-CBC7-4D9E-8022-FE611ED2928E},Reserved for future use,,-87.87566695994165,41.941074669708954,16TDM2741243604,,Structure - Rooftop,-87.87566695994165 41.941074669708954,,,,,Numbered Thoroughfare Address,,,,2023-10-10 08:35:05,,,Unknown,,State of Illinois,SITE76583@norcomm911.com
20237215,,1171,,1171,,,,,ANCIENT OAKS,Court,,,ANCIENT OAKS Court,,,,,,,,,DuPage,BARTLETT,Bartlett,,,,,,,,,IL,60103,,{F8A4E084-D565-4656-95FA-15E1EFBD80A3},Reserved for future use,,-88.20937388255942,41.964152226804735,16TCM9978546503,,Unknown,-88.20937388255942 41.964152226804735,,,,,Numbered Thoroughfare Address,,,,2023-07-17 13:15:36,,,Unknown,,State of Illinois,SITE146637@dupagecounty.gov
22462395,,320,,320,,,,,COUNTRY CLUB,Road,,,COUNTRY CLUB Road,,,,,,,,,Cook,CHICAGO HEIGHTS,CHICAGO HEIGHTS,,,,,,,,,IL,60411,,{13926846-DDAE-4745-9252-ABDF7869A586},cookcountyil.gov,,-87.65437331114347,41.51065567425054,16TDL4539295653,,Unknown,-87.65437331114347 41.51065567425054,,,,,Numbered Thoroughfare Address,,,,2025-10-27 12:16:58,,,Unknown,,State of Illinois,SITE43957@cookcountyil.gov
21945844,,15822,,15822,,North,,,MCCABE,Drive,,,North MCCABE Drive,,,,,,,,,Peoria,UNINCORPORATED,CHILLICOTHE,,,,,,,,,IL,61523,,{3B4FA43B-D913-46F0-8202-DAE2AB9A4227},Reserved for future use,,-89.54877760995241,40.88092889896728,16TBL8524828666,,Structure - Rooftop,-89.54877760995241 40.88092889896728,,,,,Numbered Thoroughfare Address,,,,2021-03-06 00:00:00,,,Unknown,,State of Illinois,SITE10024@peoriagov.org
19208752,,1535,,1535,,West,,,MC CORD,Street,,,West MC CORD Street,4,1,,113,,,4 1 113,DAISY COTTAGE,Clinton,CENTRALIA,CENTRALIA,,,,,,,,,IL,62801,,{09725396-6A03-4DAB-B76C-02F817D7EBB9},Reserved for future use,,-89.16272624829278,38.52811622975354,16SCH1147866630,0,Unknown,-89.16272624829278 38.52811622975354 0,,,,,Numbered Thoroughfare Address,,,,2025-10-08 12:36:05,,,Unknown,,State of Illinois,SITE44818@clintonco.illinois.gov
19204118,,108,,108,,South,,,9TH,Street,,,South 9TH Street,,,,,,,,,Clinton,NEW BADEN,NEW BADEN,,,,,,,,,IL,62265,,{87FB48A5-F041-4F0B-85A6-9BD5911A27D8},Reserved for future use,,-89.69184003762355,38.53389250104183,16SBH6536768489,0,Structure - Rooftop,-89.69184003762355 38.53389250104183 0,,,,,Numbered Thoroughfare Address,,,,2021-04-02 00:00:00,,,Unknown,,State of Illinois,SITE40126@clintonco.illinois.gov
21294627,,1608,,1608,,,,,WHITLOW,Drive,,,WHITLOW Drive,,,,,,,,,St. Clair,BELLEVILLE,BELLEVILLE,,,,,,,,,IL,62226,,{3FFFFB97-3880-4242-AE86-C59F755B409C},Reserved For Future Use,,-90.00678749157038,38.53529211206994,15SYC6090169457,,Unknown,-90.00678749157038 38.53529211206994,,,,,Numbered Thoroughfare Address,,,,2013-08-09 00:00:00,,,Unknown,,State of Illinois,SITE95421@co.st-clair.il.us
17925787,,23525,,23525,,,,,PLEASANT HILL,Road,,,PLEASANT HILL Road,,1,,,,BOX 192,1 BOX 192,,Franklin,UNINCORPORATED,THOMPSONVILLE,,,,,,,,,IL,62890,,{761EF8D6-2D85-4849-989D-EA59B241C3C4},Reserved for Future Use,,-88.72246305313485,37.932497421648044,16SCG4862899724,0,Unknown,-88.72246305313485 37.932497421648044 0,,,,,Numbered Thoroughfare Address,,2020-03-12 00:00:00,2999-12-31 00:00:00,2023-11-08 00:00:00,,,Unknown,,State of Illinois,SITE16025@franklincountye911.com
21847524,,4012,,4012,,North,,,EAST COURT,Drive,,,North EAST COURT Drive,,,,,,,,,Macon,DECATUR,DECATUR,,,,,,,,,IL,62526,,{A4FADE3B-503D-4C35-A686-0E29671B808A},Reserved for future use,,-88.9507955654278,39.8951439212776,16SCK3322017940,,Unknown,-88.9507955654278 39.8951439212776,,,,,Numbered Thoroughfare Address,,,,2020-11-03 11:17:50,,,Unknown,,State of Illinois,SITE6321@cirdcil.gov
18987101,,9668,,9668,,,,,CROSSBOW,Drive,,,CROSSBOW Drive,,,,,,,,,McLean,UNINCORPORATED,BLOOMINGTON,,,,,,,,,IL,61705,,{CB4BA235-AC63-434D-A8A4-24C7623B3698},RESERVED FOR FUTURE USE,,-89.08547888721772,40.49902348367609,16TCK2328085235,,Unknown,-89.08547888721772 40.49902348367609,,,,,Numbered Thoroughfare Address,,,,2025-03-31 00:00:00,,,Unknown,,State of Illinois,SITE18649@mcleancountyil.gov
21301388,,7,,7,,,,,SOUTHERN,Drive,,,SOUTHERN Drive,,,,,,,,,St. Clair,BELLEVILLE,BELLEVILLE,,,,,,,,,IL,62223,,{0B9A2BD6-3604-4ACE-898C-A3B10EE14C23},Reserved For Future Use,,-90.0466990269928,38.55555100377424,15SYC5734971593,,Unknown,-90.0466990269928 38.55555100377424,,,,,Numbered Thoroughfare Address,,,,2013-10-01 00:00:00,,,Unknown,,State of Illinois,SITE102582@co.st-clair.il.us
18922543,,215,,215,,East,,,FRANKLIN,Street,,,East FRANKLIN Street,,,,,,,,,Christian,TAYLORVILLE,TAYLORVILLE,,,,,,,,,IL,62568,,{4EEDC9B7-50FA-440A-B1A4-70BE5D6BC404},Reserved for Future Use,,-89.29304433092703,39.547634733294025,16SCJ0297080062,0,Unknown,-89.29304433092703 39.547634733294025 0,,,,,Numbered Thoroughfare Address,,,,2021-11-03 08:44:11,,,Unknown,,State of Illinois,SITE11442@christiancountysheriff.com
19951376,,11140,,11140,,,,,FITZGERALD,Lane,,,FITZGERALD Lane,,,,,,,,,McHenry,HUNTLEY,Huntley,,,,,,,,,IL,60142,,{DBC49466-68A3-4AA9-B73B-EAA09E010F74},@mchenrycountyil.gov,,-88.44085100499662,42.16697294066949,16TCM8098369320,0,Unknown,-88.44085100499662 42.16697294066949 0,,,,,Numbered Thoroughfare Address,,,,2017-12-21 15:03:35,,,Unknown,,State of Illinois,SITE7480@mchenrycountyil.gov
21762664,,616,,616,,East,,,WILSON,Street,,,East WILSON Street,,,,,,,,,DeKalb,WATERMAN,Waterman,,,,,,,,,IL,60556,,{9CCCEA41-D996-4BD1-B742-67BF4FF2521D},Reserved for Future Use,,-88.76474670594764,41.77036674171144,16TCM5332025785,,Unknown,-88.76474670594764 41.77036674171144,,,,,Numbered Thoroughfare Address,,,,2023-09-22 14:43:50,,,Unknown,,State of Illinois,SITE49687@dekalbcounty.org
20908463,,16174,,16174,,,,,MISSION FIELD,Road,,,MISSION FIELD Road,,,,,,,,,Vermilion,UNINCORPORATED,OAKWOOD,,OAKWOOD TOWNSHIP,,,,,,,IL,61858,,{7F43AF41-64C9-4890-BD65-A6B1BE634EEA},Reserved for future use,,-87.75378800412435,40.10456493911858,16TDK3575439635,,Unknown,-87.75378800412435 40.10456493911858,,,,,Numbered Thoroughfare Address,,2024-05-21 18:18:00,,2024-05-21 18:18:00,,,Unknown,,State of Illinois,SITE3278@vercounty.org
22177152,,909,,909,,East,,,6TH,Street,,,East 6TH Street,,,,,,,,,Madison,ALTON,ALTON,,,,,,,,,IL,62002,,{25879AAF-28EB-44D2-A04C-941A551D94C9},Reserved for future use,,-90.17203628914314,38.89220963168617,15SYD4527008617,,Unknown,-90.17203628914314 38.89220963168617,,,,,Numbered Thoroughfare Address,,,,2025-08-04 18:14:53,,,Unknown,,State of Illinois,SITE230008634@madisoncountyil.gov
21638301,,500,,500,,,,,NORTHGATE,Road,,,NORTHGATE Road,,,,,,,,,Lake,LINDENHURST,LINDENHURST,,,,,,,,,IL,60046,8540,{0EAA6F6E-E6EF-4ACA-9733-8DB3B854D20A},lakecountyil.gov,,-88.032873457881,42.4254168942553,16TDM1503197528,,Structure - Rooftop,-88.032873457881 42.4254168942553,,,,,Numbered Thoroughfare Address,,,,2020-09-30 10:08:16,,,Unknown,,State of Illinois,SITE185410@lakecounty911.org
20114120,,6520,,6520,,,,,DOUBLE EAGLE,Drive,,,DOUBLE EAGLE Drive,,,703,,,,703,,DuPage,WOODRIDGE,Woodridge,,,,,,,,,IL,60517,,{7DD1D40E-5C9F-4142-8A9A-E2A111006AB9},Reserved for future use,,-88.070902931155,41.76488338684293,16TDM1098424226,,Unknown,-88.070902931155 41.76488338684293,,,,,Numbered Thoroughfare Address,,,,2023-07-17 13:15:36,,,Unknown,,State of Illinois,SITE23169@dupagecounty.gov
18636359,,856,,856,,West,,,BUCKINGHAM,Place,,,West BUCKINGHAM Place,,,,,,,,,Cook,CHICAGO,Chicago,,,,,,,,,IL,60657,,{89076533-9DBB-4930-989F-7BF1A7593DB2},chicago911.il.us.gov,,-87.65160143896007,41.942899437940675,16TDM4598743641,,Unknown,-87.65160143896007 41.942899437940675,,,,,Numbered Thoroughfare Address,,,,2023-01-09 00:00:00,,,Unknown,,State of Illinois,SITE448708@cityofchicago.org
19336483,,8657,,8657,,North,,,OKETO,Avenue,,,North OKETO Avenue,,,,,,,,,Cook,NILES,NILES,,,,,,,,,IL,60714,,{74B2C49A-E4CE-49AB-A835-D5D8A338E51A},Reserved for future use,,-87.81097786957046,42.03855062379357,16TDM3287754374,,Unknown,-87.81097786957046 42.03855062379357,,,,,Numbered Thoroughfare Address,,,,2019-10-15 17:07:44,,,Unknown,,State of Illinois,SITE011805838@glenview.il.us
20574115,,520,,520,,,,,HAUERT,Street,,,HAUERT Street,,,3,,,,3,,Will,PEOTONE,PEOTONE,,INCORPORATED,,,,,,,IL,60468,,{23A44314-7485-42D3-9FCB-9D3DE7B77440},Reserved for Future Use,,-87.78404372193259,41.33601116787103,16TDL3439676355,0,Unknown,-87.78404372193259 41.33601116787103 0,,,,,Numbered Thoroughfare Address,,2016-10-07 00:00:00,,2023-09-21 00:00:00,,,Unknown,,State of Illinois,SITE104732@willcounty911.gov
20367196,,364,,364,,,,,AMBLESIDE,Drive,,,AMBLESIDE Drive,,,,,,,,,DuPage,ROSELLE,Roselle,,,,,,,,,IL,60172,,{068B5BDF-D2EA-4071-9514-F22D4FACF123},Reserved for future use,,-88.07161134438469,41.99014084008895,16TDM1123749236,,Unknown,-88.07161134438469 41.99014084008895,,,,,Numbered Thoroughfare Address,,,,2023-07-17 13:15:36,,,Unknown,,State of Illinois,SITE277352@dupagecounty.gov
20738643,,17,,17,,,,,MARCH,Court,,,MARCH Court,,GROUND FLOOR,,,,,GROUND FLOOR,,Monroe,COLUMBIA,COLUMBIA,,,,,,,,,IL,62236,,{09D36DA5-D6A8-4EEB-BB11-7D581E1720EC},Reserved for future use,,-90.19748807642503,38.455779088250175,15SYC4454460107,,Unknown,-90.19748807642503 38.455779088250175,,,,,Numbered Thoroughfare Address,,2022-04-11 20:58:07,,2022-12-14 10:39:57,,,Unknown,,State of Illinois,SITE1954@monroecountyil.gov
18266631,,9424,,9424,,South,,,HOYNE,Avenue,,,South HOYNE Avenue,,,,,,,,,Cook,CHICAGO,Chicago,,,,,,,,,IL,60620,,{16231411-1EFA-4175-938C-C2DB91121DB3},chicago911.il.us.gov,,-87.67477888058879,41.722113167060435,16TDM4387319143,,Unknown,-87.67477888058879 41.722113167060435,,,,,Numbered Thoroughfare Address,,,,2023-01-09 00:00:00,,,Unknown,,State of Illinois,SITE70125@cityofchicago.org
21872095,,964,,964,,,,,MARLIN,Drive,,,MARLIN Drive,,,,,,,,,Macon,DECATUR,DECATUR,,,,,,,,,IL,62521,,{E1DF4C89-0820-45E8-8FC0-E2B13415704A},Reserved for future use,,-88.94180183402582,39.8141847180911,16SCK3379408937,,Unknown,-88.94180183402582 39.8141847180911,,,,,Numbered Thoroughfare Address,,,,2020-11-03 11:22:06,,,Unknown,,State of Illinois,SITE30895@cirdcil.gov
19553555,,209,,209,,North,,,SCHUYLER,Avenue,,,North SCHUYLER Avenue,,,,,,,,,Kankakee,KANKAKEE,KANKAKEE,,,,,,,,,IL,60901,,{9B8AA353-3B61-4C96-9C02-2ED03FBE5FBF},Reserved for future use,,-87.86379490689342,41.121879156165384,16TDL2748752646,,Unknown,-87.86379490689342 41.121879156165384,,,,,Numbered Thoroughfare Address,,,,2020-11-11 13:40:23,,,Unknown,,State of Illinois,SITE45782@k3county.net
19926998,,1121,,1121,,,,,SPINNAKER,Court,,,SPINNAKER Court,,,,,,,,,Kane,PINGREE GROVE,PINGREE GROVE,,,,,,,,,IL,60140,2040,{763C6BB9-FFE1-48B8-8C2C-CC07AD8EBAE4},KaneCountyIL.gov,,-88.44879898242353,42.08317688508771,16TCM8016860026,,Unknown,-88.44879898242353 42.08317688508771,,,,,Numbered Thoroughfare Address,,,,2025-08-21 13:58:27,,,Unknown,,State of Illinois,SITE26752@kanecountyil.gov
18130472,,8857,,8857,,,,,167TH,Place,,,167TH Place,,,,,,,,,Cook,ORLAND HILLS,Tinley Park,,,,,,,,,IL,60487,,{A82264BB-BDE7-475E-AB61-1740C7F811D0},orlandpark.il.us,,-87.83576246820938,41.58600074022991,16TDM3033704149,,Unknown,-87.83576246820938 41.58600074022991,,,,,Numbered Thoroughfare Address,,,,2020-06-23 00:00:00,,,Unknown,,State of Illinois,SITE25253@orlandpark.org
21718161,,1846,,1846,,,,,SMITH,Road,,,SMITH Road,,,,,,,,,Cook,NORTHBROOK,NORTHBROOK,,,,,,,,,IL,60062,,{DF8F2A87-9866-4FE5-A0DE-5EBEC37B67CD},Reserved for future use,,-87.85337460231125,42.118613586162716,16TDM2945663298,,Unknown,-87.85337460231125 42.118613586162716,,,,,Numbered Thoroughfare Address,,,,2015-03-24 12:45:13,,,Unknown,,State of Illinois,SITE02290615@northbrook.il.us
19101965,,5880,,5880,,,,,LAKE BLUFF,Drive,,,LAKE BLUFF Drive,,,UNIT 7A,,,,UNIT 7A,,Cook,TINLEY PARK,TINLEY PARK,,,,,,,,,IL,60477,7175,{614B0CFB-1120-4B71-8754-AF57988220EC},Reserved for future use,,-87.76175876731843,41.58632579522098,16TDM3650504128,,Unknown,-87.76175876731843 41.58632579522098,,,,,Numbered Thoroughfare Address,,,,2020-04-15 14:20:12,,,Unknown,,State of Illinois,SITE018467978@tinleypark.org
19540887,,42,,42,,,,,MAPLE RIDGE,Park,,,MAPLE RIDGE Park,,,,,,,,,Kankakee,MANTENO,MANTENO,,,,,,,,,IL,60950,,{3C8B4B26-72E8-4981-8A92-E552C8E1C43E},Reserved for future use,,-87.82194996970583,41.252933651044195,16TDL3113767161,,Unknown,-87.82194996970583 41.252933651044195,,,,,Numbered Thoroughfare Address,,,,2020-11-11 13:37:02,,,Unknown,,State of Illinois,SITE33075@k3county.net
19098192,,7932,,7932,,,,,163RD,Court,,,163RD Court,,,,,,,,,Cook,TINLEY PARK,TINLEY PARK,,,,,,,,,IL,60477,,{BF098040-8B22-423C-BB47-6F878DCF6F6D},Reserved for future use,,-87.81166445463708,41.593797875016804,16TDM3235304995,,Unknown,-87.81166445463708 41.593797875016804,,,,,Numbered Thoroughfare Address,,,,2020-04-15 14:28:09,,,Unknown,,State of Illinois,SITE018377629@tinleypark.org
19111586,,7851,,7851,,,,,PARK CENTRAL,Drive,North,,PARK CENTRAL Drive North,,,,,,,,,Cook,TINLEY PARK,TINLEY PARK,,,,,,,,,IL,60477,,{5B832348-C9AB-4891-846A-52106147A982},Reserved for future use,,-87.80884883988924,41.56979667124327,16TDM3256302328,,Unknown,-87.80884883988924 41.56979667124327,,,,,Numbered Thoroughfare Address,,,,2024-06-17 15:22:37,,,Unknown,,State of Illinois,SITE018379174@tinleypark.org
21061078,,7455,,7455,,West,,,125TH,Street,,,West 125TH Street,,,,,,,,,Cook,PALOS HEIGHTS,PALOS HEIGHTS,,,,,,,,,IL,60463,,{0C3C56E5-D42A-4F11-9B98-2C20B293D3EA},southwestcentral911.org,,-87.80331268808321,41.66403813602868,16TDM3312212787,,Unknown,-87.80331268808321 41.66403813602868,,,,,Numbered Thoroughfare Address,,,,2020-06-30 00:00:00,,,Unknown,,State of Illinois,SITE50670@swcd911.org
20909798,,70,,70,,,,,HENDERSON,Street,,,HENDERSON Street,,,,,,,,,Vermilion,UNINCORPORATED,DANVILLE,,DANVILLE TOWNSHIP,,,,,,,IL,61832,,{17576F3E-90FD-417D-B3E4-B58405ACF48E},Reserved for future use,,-87.63025656590085,40.07655379966823,16TDK4626136444,,Unknown,-87.63025656590085 40.07655379966823,,,,,Numbered Thoroughfare Address,,2024-05-21 18:18:00,,2024-05-21 18:18:00,,,Unknown,,State of Illinois,SITE33227@vercounty.org
18124029,,15412,,15412,,,,,BEGONIA,Court,,,BEGONIA Court,,,,,,,,,Cook,ORLAND PARK,Orland Park,,,,,,,,,IL,60462,,{81F22DD3-0FDB-4B76-BAFB-CE6FBD6061D7},orlandpark.il.us,,-87.80048438822524,41.61064789979268,16TDM3330206857,,Unknown,-87.80048438822524 41.61064789979268,,,,,Numbered Thoroughfare Address,,,,2023-07-20 08:58:20,,,Unknown,,State of Illinois,SITE18687@orlandpark.org
18945114,,501,,501,,,,,SUNSET,Drive,,,SUNSET Drive,,,,,,,,,Whiteside,PROPHETSTOWN,PROPHETSTOWN,,,,,,,,,IL,61277,,{20FDA4E8-2925-4116-84DB-F604AAF715F1},Reserved for Future Use,,-89.92885294984569,41.666152382937284,16TBM5616316855,,Unknown,-89.92885294984569 41.666152382937284,,,,,Numbered Thoroughfare Address,,2022-11-10 16:47:33,2099-06-03 00:00:00,2022-11-10 16:47:33,,,Unknown,,State of Illinois,SITE1779294@whitesidecountyil.gov
22369294,,2650,,2650,,,,,BLACKMAN,Road,,,BLACKMAN Road,,,,,,,,,Kane,GENEVA,GENEVA,,,,,,,,,IL,60134,3566,{41D31326-7E8F-4182-BFF6-7A7B1B1A0450},Reserved for future use,,-88.3459743178618,41.87041308692879,16TCM8830236264,,Parcel - Other,-88.3459743178618 41.87041308692879,,,,,Numbered Thoroughfare Address,,,,2020-04-09 16:32:26,,,Unknown,,State of Illinois,SITE99697@tri-com911.org
19527188,,1814,,1814,,,,,ROBERT,Court,,,ROBERT Court,,,,,,,,,Kankakee,BRADLEY,BOURBONNAIS,,,,,,,,,IL,60914,,{D5DCC9CC-34C1-4E61-9E7F-D8CABBD67E70},Reserved for future use,,-87.82500135538483,41.17128626123254,16TDL3079558099,,Unknown,-87.82500135538483 41.17128626123254,,,,,Numbered Thoroughfare Address,,,,2020-11-11 13:37:01,,,Unknown,,State of Illinois,SITE19376@k3county.net
21773978,,108,,108,,East,,,ELM,Street,,,East ELM Street,,,,,,,,,Livingston,FAIRBURY,FAIRBURY,,,,,,,,,IL,61739,,{7D3E41F2-D3E3-4BAA-8D00-DFFB0223ED90},Reserved for future use,,-88.51234482915342,40.745136814794634,16TCL7231811565,,Unknown,-88.51234482915342 40.745136814794634,,,,,Numbered Thoroughfare Address,,,,2023-03-05 14:18:21,,,Unknown,,State of Illinois,SITE5275@livingstoncountyil.gov
18292242,,3639,,3639,,West,,,85TH,Street,,,West 85TH Street,,,,,,,,,Cook,CHICAGO,Chicago,,,,,,,,,IL,60652,,{F24FB4D1-EB32-4401-AB75-02354CE44324},chicago911.il.us.gov,,-87.71359732171896,41.73843548773579,16TDM4065920981,,Unknown,-87.71359732171896 41.73843548773579,,,,,Numbered Thoroughfare Address,,,,2023-01-09 00:00:00,,,Unknown,,State of Illinois,SITE95934@cityofchicago.org
17950272,,8400,,8400,,South,,,79TH,Avenue,,,South 79TH Avenue,,,,,,,,,Cook,JUSTICE,JUSTICE,,,,,,,,,IL,60458,2342,{CD6721C0-3F2F-43C9-8AE6-AA22F62BB415},Reserved for future use,,-87.81670236215895,41.73843687931067,16TDM3208621058,,Unknown,-87.81670236215895 41.73843687931067,,,,,Numbered Thoroughfare Address,,,,2024-08-08 00:00:00,,,Unknown,,State of Illinois,SITE10160@hillside-il.org
20460182,,912,,912,,,,,BLACK PARTRIDGE,Road,,,BLACK PARTRIDGE Road,,,,,,,,,Woodford,UNINCORPORATED,Metamora,,,,,,,,,IL,61548,,{720B18EB-7537-436D-8AE9-F6985C19D750},RESERVED FOR FUTURE USE,,-89.36733400689543,40.84149902897291,16TCL0041923859,0,Unknown,-89.36733400689543 40.84149902897291 0,,,,,Numbered Thoroughfare Address,,,,2020-10-27 00:00:00,,,Unknown,,State of Illinois,SITE16783@woodfordcountyil.gov
22110296,,4324,,4324,,West,,,EMERALD,Way,,,West EMERALD Way,,,,,,,,,Cook,ALSIP,ALSIP,,,,,,,,,IL,60803,,{EC098916-43CB-407E-81A5-FF3CA92CE07F},Reserved for future use,,-87.72784070972497,41.66325122483781,16TDM3940512644,,Unknown,-87.72784070972497 41.66325122483781,,,,,Numbered Thoroughfare Address,,2020-09-29 15:27:44,,2023-09-15 09:55:33,,,Unknown,,State of Illinois,SITE40959@oaklawn-il.gov
20359889,,9,,9,,,,,BLUE RIDGE,Drive,,,BLUE RIDGE Drive,,,,,,,,,DuPage,GLENDALE HEIGHTS,Glendale Heights,,,,,,,,,IL,60139,,{C06868F3-D5B4-4770-B1AB-35F79D426256},Reserved for future use,,-88.09146085756747,41.926440098291835,16TDM0950342184,,Unknown,-88.09146085756747 41.926440098291835,,,,,Numbered Thoroughfare Address,,,,2023-07-17 13:15:36,,,Unknown,,State of Illinois,SITE269958@dupagecounty.gov
22055102,,5025,,5025,,North,,,EAST RIVER,Road,,,North EAST RIVER Road,,,3B,,,,3B,,Cook,NORRIDGE,NORRIDGE,,,,,,,,,IL,60706,2852,{D3C69B80-4DD0-4326-AE66-5A1954BAA079},Reserved for future use,,-87.8459375138544,41.97077839768568,16TDM2990946877,,Unknown,-87.8459375138544 41.97077839768568,,,,,Numbered Thoroughfare Address,,,,2018-07-17 12:53:53,,,Unknown,,State of Illinois,SITE012230701@mcde911.org
21202651,,113,,113,,,,,CHICKASAW,Lane,,,CHICKASAW Lane,,,,,,,,,Iroquois,LODA,LODA,,,,,,,,,IL,60948,,{2A36A0FA-FFBA-4E29-AFB7-606727173481},RESERVED FOR FUTURE USE,,-88.09093975205766,40.53420347913531,16TDK0760687623,,Unknown,-88.09093975205766 40.53420347913531,,,,,Numbered Thoroughfare Address,,,,2022-04-21 11:28:30,,,Unknown,,State of Illinois,SITE14741@iroquoiscountyil.gov
17693735,,2075,,2075,,,,,ESSEX,Court,,,ESSEX Court,,,,,,,,,Cook,STREAMWOOD,Streamwood,,,,,,,,,IL,60107,,{DC686B5C-9256-4D2C-8B89-36AFC80D1120},RESERVED FOR FUTURE USE,,-88.18350313540206,42.008050787687196,16TDM0199651347,,Unknown,-88.18350313540206 42.008050787687196,,,,,Numbered Thoroughfare Address,,2025-03-18 00:00:00,,2025-03-18 00:00:00,,,Unknown,,State of Illinois,SITE13102@nwcds.org
